table_name,table_role,field_name,data_type,unit,nullable,key_role,foreign_key,semantic_meaning,data_classification,provenance_required,source_priority,derivation_rule,notes
row_eligibility,support,analysis_target,enum,,no,primary key component,,Analytical use to which eligibility applies,DERIVED_DETERMINISTIC,no,system,validated allow-list,FOUR_LAP_PERFORMANCE|LAP_PERFORMANCE|WITHIN_CAR_COMPARISON|SECTION_ANALYSIS|CHRONOLOGY|QUEUE_CALIBRATION
row_eligibility,support,ruleset_version,string,,no,primary key component,,Frozen eligibility rules version,DERIVED_DETERMINISTIC,no,system,configured version,
row_eligibility,support,eligible,boolean,,no,none,,Entity passes evidence checks for the named analysis_target,DERIVED_DETERMINISTIC,no,canonical evidence,rule ELIGIBILITY_V2,Year policy does not independently grant eligibility
row_eligibility,support,eligible_core_training,boolean,,no,none,,Passes checks and year role for the named analysis_target,DERIVED_DETERMINISTIC,no,row status plus year policy,rule ELIGIBILITY_V2,Scoped by analysis_target; false for independent section samples
row_eligibility,support,supporting_only,boolean,,no,none,,Restricted to supporting evidence/context,DERIVED_DETERMINISTIC,no,row flags plus year policy,rule ELIGIBILITY_V1,Must be role-consistent
row_eligibility,support,robustness_only,boolean,,no,none,,Restricted to prespecified robustness analysis,DERIVED_DETERMINISTIC,no,row flags plus year policy,rule ELIGIBILITY_V1,Requires reason code
row_eligibility,support,reason_codes,string,array of controlled codes,yes,none,,Machine-readable reasons for exclusions/restrictions,DERIVED_DETERMINISTIC,no,failed eligibility predicates,rule ELIGIBILITY_V1,Pipe-delimited in flat export
row_eligibility,support,evaluated_at_utc,datetime_utc,UTC,no,none,,Eligibility evaluation time,RAW_OBSERVED,yes,system audit log,none,
decision_state_features,derived,decision_state_id,uuid,,no,primary key,,Generated state snapshot identifier,DERIVED_DETERMINISTIC,no,system,UUID on materialization,Disposable/rebuildable
decision_state_features,derived,session_id,string,,no,foreign key,qualifying_events.session_id,Parent session,DERIVED_DETERMINISTIC,no,canonical join,validated session join,
decision_state_features,derived,subject_entry_key,string,,no,index,,Entry facing decision,DERIVED_DETERMINISTIC,no,canonical attempt/event,entry-key join,
decision_state_features,derived,subject_attempt_id,uuid,,yes,foreign key,attempts.attempt_id,Attempt immediately following/associated with state when defined,DERIVED_DETERMINISTIC,no,canonical chronology,state boundary mapping,Null for standalone documented decision
decision_state_features,derived,state_as_of_time_utc,datetime_utc,UTC,yes,none,,Timestamp boundary for state,DERIVED_DETERMINISTIC,yes,canonical chronology,rule STATE_AS_OF_V1,Null when ordering-only state
decision_state_features,derived,state_order_boundary,integer,ordinal,yes,none,,Event-order boundary for ordering-only state,DERIVED_DETERMINISTIC,yes,canonical chronology,rule STATE_AS_OF_V1,Never imply exact time
decision_state_features,derived,current_best_average_speed_mph,decimal,mph,yes,none,,Entry best retained four-lap speed before decision,DERIVED_DETERMINISTIC,yes,canonical prior attempts,maximum eligible retained speed before boundary,
decision_state_features,derived,current_best_total_seconds,decimal,seconds,yes,none,,Entry best retained total before decision,DERIVED_DETERMINISTIC,yes,canonical prior attempts,minimum eligible retained total before boundary,
decision_state_features,derived,provisional_rank_before,integer,rank,yes,none,,Rank based only on known retained results before boundary,DERIVED_DETERMINISTIC,yes,canonical prior attempts,rank retained results at boundary,Null if leaderboard incomplete
decision_state_features,derived,top12_cutoff_speed_mph,decimal,mph,yes,none,,Known provisional 12th-place speed,DERIVED_DETERMINISTIC,yes,canonical leaderboard,rank boundary rule,Null before 12 valid results or incomplete state
decision_state_features,derived,bump_cutoff_speed_mph,decimal,mph,yes,none,,Known provisional Day 1 cutoff speed,DERIVED_DETERMINISTIC,yes,canonical leaderboard,year-specific cutoff rank rule,Null if not established
decision_state_features,derived,margin_to_top12_mph,decimal,mph,yes,none,,Current best minus Top 12 cutoff,DERIVED_DETERMINISTIC,yes,derived state inputs,current best minus cutoff,Null if either input unavailable
decision_state_features,derived,margin_to_bump_cutoff_mph,decimal,mph,yes,none,,Current best minus bump cutoff,DERIVED_DETERMINISTIC,yes,derived state inputs,current best minus cutoff,Null if either input unavailable
decision_state_features,derived,session_elapsed_seconds,decimal,seconds,yes,none,,Elapsed session time at state boundary,DERIVED_DETERMINISTIC,yes,session actual/scheduled start plus state time,state time minus supported start,Null for ordering-only state
decision_state_features,derived,session_remaining_seconds,decimal,seconds,yes,none,,Supported remaining time at state boundary,DERIVED_DETERMINISTIC,yes,session close plus state time,supported end minus state time,Do not use known future extension unless available then
decision_state_features,derived,prior_observed_attempt_count,integer,count,no,none,,Number of same-entry attempts known before boundary,DERIVED_DETERMINISTIC,yes,canonical attempts,count attempts strictly before boundary,Exclude ambiguous unordered attempts
decision_state_features,derived,most_recent_attempt_time_utc,datetime_utc,UTC,yes,none,,Most recent supported same-entry attempt time,DERIVED_DETERMINISTIC,yes,canonical attempts,max eligible attempt time before boundary,Null if only order/unknown
decision_state_features,derived,seconds_since_prior_attempt,decimal,seconds,yes,none,,Elapsed time since prior same-entry attempt,DERIVED_DETERMINISTIC,yes,state time plus prior attempt time,difference of supported times,Null if either time not usable
decision_state_features,derived,forecast_snapshot_id,string,,yes,foreign key,forecast_snapshots.forecast_snapshot_id,Latest eligible forecast snapshot for decision,DERIVED_DETERMINISTIC,yes,forecast snapshots,latest snapshot available no later than state boundary,Unknown availability cannot join
decision_state_features,derived,leaderboard_state_complete,boolean,,no,none,,Whether all required prior result changes are known at boundary,DERIVED_DETERMINISTIC,yes,chronology coverage and reconciliation,rule LEADERBOARD_COMPLETENESS_V1,False across unresolved gaps
decision_state_features,derived,chronology_complete_through_state,boolean,,no,none,,Whether chronology from session start to boundary has no unresolved gap,DERIVED_DETERMINISTIC,yes,coverage-gap events,no overlapping/prior unresolved gap,Controls chronology eligibility
decision_state_features,derived,queue_state_qualitative,string,,yes,none,,Optional qualitative inferred/observed queue description,INFERRED_UNCERTAIN,yes,queue-fact evidence,none,Never numeric exact queue state or supervised truth
decision_state_features,derived,queue_state_evidence,enum,,no,none,,Observability of queue description,MANUALLY_ANNOTATED,yes,chronology event evidence,rule QUEUE_STATE_EVIDENCE_V1,OBSERVED_QUEUE_FACT|PARTIAL_QUEUE_FACT|INFERRED_QUALITATIVE_STATE|UNKNOWN
decision_state_features,derived,derivation_rule_version,string,,no,none,,Version of state-building rules,DERIVED_DETERMINISTIC,no,system,configured version,
decision_state_features,derived,input_lineage_hash,string,SHA-256,no,none,,Hash of canonical inputs/rules used for state,DERIVED_DETERMINISTIC,no,system,canonical serialized input hash,Supports invalidation/rebuild
chronology_constraints,canonical,chronology_constraint_id,uuid,,no,primary key,,Stable attempt-level constraint identifier,DERIVED_DETERMINISTIC,no,system,UUID from attempt and Phase 3.5A rule,
chronology_constraints,canonical,session_id,string,,no,foreign key,qualifying_events.session_id,Parent qualifying session,DERIVED_DETERMINISTIC,no,system,copy from attempt,
chronology_constraints,canonical,attempt_id,uuid,,no,foreign key,attempts.attempt_id,Canonical attempt receiving the constraint,DERIVED_DETERMINISTIC,no,system,validated one-to-one join for 2024,
chronology_constraints,canonical,entry_key,string,,no,index,,Canonical entry identity,DERIVED_DETERMINISTIC,no,attempt,copy from attempt,
chronology_constraints,canonical,car_number,string,,no,none,,Published car number,DERIVED_DETERMINISTIC,no,attempt,copy from attempt,
chronology_constraints,canonical,driver_name,string,,yes,none,,Driver on the canonical attempt,DERIVED_DETERMINISTIC,no,attempt,copy from attempt,
chronology_constraints,canonical,car_attempt_index,integer,ordinal,yes,none,,Supported within-car order when known,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,official or reputable editorial,EDITORIAL_ORDER_CONSTRAINT_2024_V1,Null if order remains ambiguous
chronology_constraints,canonical,result_status,enum,,no,none,,Canonical attempt disposition,DERIVED_DETERMINISTIC,no,attempt,copy from attempt,
chronology_constraints,canonical,timing71_capture_event_id,uuid,,yes,foreign key,chronology_events.chronology_event_id,Uniquely reconciled recorder capture event,DERIVED_DETERMINISTIC,yes,constrained capture match,CONSTRAINED_CAPTURE_MATCH_2024_V1,Null when multiple mappings remain plausible
chronology_constraints,canonical,capture_time_utc,datetime_utc,UTC,yes,none,,Recorder capture time retained with capture semantics,DERIVED_DETERMINISTIC,yes,Timing71 chronology event,copy matched capture time,Never release time or timed-run start
chronology_constraints,canonical,anchor_event_type,enum,,yes,none,,Meaning of the external anchor,MANUALLY_ANNOTATED,yes,underlying cited source,EDITORIAL_ANCHOR_2024_V1,Allowed: CRASH|ATTEMPT_OCCURRENCE|RESULT_POSTED|TIMED_RUN_END|TRACK_ENTRY|INITIAL_ORDER; Semantics must not be overwritten
chronology_constraints,canonical,anchor_time_utc,datetime_utc,UTC,yes,none,,Best scalar anchor clock time when supported,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,underlying cited source,EDITORIAL_ANCHOR_2024_V1,Minute precision remains approximate
chronology_constraints,canonical,anchor_time_lower_utc,datetime_utc,UTC,yes,none,,Earliest defensible anchor time,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,underlying cited source,EDITORIAL_ANCHOR_2024_V1,
chronology_constraints,canonical,anchor_time_upper_utc,datetime_utc,UTC,yes,none,,Latest defensible anchor time,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,underlying cited source,EDITORIAL_ANCHOR_2024_V1,
chronology_constraints,canonical,timed_run_duration_seconds,decimal,seconds,yes,none,,Sum of observed completed lap durations,DERIVED_DETERMINISTIC,yes,canonical attempt laps,OBSERVED_LAP_DURATION_SUM_V1,Coverage field distinguishes complete and partial runs
chronology_constraints,canonical,duration_coverage,enum,,no,none,,Coverage represented by timed-run duration,DERIVED_DETERMINISTIC,no,canonical attempt laps,OBSERVED_LAP_DURATION_SUM_V1,Allowed: COMPLETE_FOUR_LAP|OBSERVED_PARTIAL|UNAVAILABLE; No extrapolation of missing laps
chronology_constraints,canonical,timed_run_start_utc,datetime_utc,UTC,yes,none,,First timed-lap start when supported as a scalar endpoint,DERIVED_DETERMINISTIC,yes,genuine endpoint plus duration,TIMED_RUN_ENDPOINT_FROM_DURATION_V1,Uncertainty must propagate
chronology_constraints,canonical,timed_run_end_utc,datetime_utc,UTC,yes,none,,Final timed-lap end when supported as a scalar endpoint,DERIVED_DETERMINISTIC,yes,genuine endpoint plus duration,TIMED_RUN_ENDPOINT_FROM_DURATION_V1,Uncertainty must propagate
chronology_constraints,canonical,timed_run_start_lower_utc,datetime_utc,UTC,yes,none,,Earliest defensible timed-run start,DERIVED_DETERMINISTIC,yes,bounded endpoint and duration,TIMED_RUN_ENDPOINT_FROM_DURATION_V1,
chronology_constraints,canonical,timed_run_start_upper_utc,datetime_utc,UTC,yes,none,,Latest defensible timed-run start,DERIVED_DETERMINISTIC,yes,bounded endpoint and duration,TIMED_RUN_ENDPOINT_FROM_DURATION_V1,
chronology_constraints,canonical,timed_run_end_lower_utc,datetime_utc,UTC,yes,none,,Earliest defensible timed-run end,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,genuine bounded finish anchor,VEEKAY_FINISH_BOUND_2024_V1,
chronology_constraints,canonical,timed_run_end_upper_utc,datetime_utc,UTC,yes,none,,Latest defensible timed-run end,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,genuine bounded finish anchor,VEEKAY_FINISH_BOUND_2024_V1,
chronology_constraints,canonical,event_time_quality,enum,,no,none,,Precision of strongest attempt-level chronology constraint,MANUALLY_ANNOTATED,yes,combined constraint evidence,CHRONOLOGY_CONSTRAINT_QUALITY_2024_V1,Allowed: APPROXIMATE_OBSERVED|BOUNDED_INTERVAL|ORDERING_ONLY|UNKNOWN; Separate from value origin
chronology_constraints,canonical,value_classification,enum,,yes,none,,Origin class of the anchor constraint,MANUALLY_ANNOTATED,yes,field evidence,VALUE_CLASSIFICATION_V1,Allowed: RAW_OBSERVED|RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE|DERIVED_DETERMINISTIC|INFERRED_UNCERTAIN|MANUALLY_ANNOTATED|UNAVAILABLE; Separate from time precision
chronology_constraints,canonical,anchor_source_id,string,,yes,foreign key,sources.source_id,Underlying cited source identity,DERIVED_DETERMINISTIC,yes,evidence pack source register,source registration,Pack is only the compilation layer
chronology_constraints,canonical,anchor_evidence_item_id,uuid,,yes,foreign key,evidence_items.evidence_item_id,Specific normalized anchor evidence item,DERIVED_DETERMINISTIC,yes,underlying cited source,evidence item registration,
chronology_constraints,canonical,reconciliation_status,enum,,no,none,,Attempt-level reconciliation outcome,DERIVED_DETERMINISTIC,no,constraint evaluation,CONSTRAINED_RECONCILIATION_2024_V1,Allowed: ANCHORED|ORDERING_ONLY|UNRESOLVED; Does not override session gate
chronology_constraints,canonical,ordering_constraints_json,json,,yes,none,,Explicit within-car or global-order facts,RECONSTRUCTED_FROM_OFFICIAL_EVIDENCE,yes,underlying cited source,EDITORIAL_ORDER_CONSTRAINT_2024_V1,No midpoint imputation
chronology_constraints,canonical,unresolved_reason,string,,yes,none,,Machine-readable reason chronology remains unknown,DERIVED_DETERMINISTIC,no,constraint evaluation,CONSTRAINED_RECONCILIATION_2024_V1,
chronology_constraints,canonical,uncertainty_note,string,,yes,none,,Human-readable semantics and uncertainty qualification,MANUALLY_ANNOTATED,yes,evidence review,EDITORIAL_ANCHOR_2024_V1,Required for inferred or bounded values
