token,match_index,position,context
RESULTS,6,485149,"elected"", ""false""), r(this).addClass(""active"").attr(""aria-selected"", ""true""), i(r(this).data(""tab-value"")) })) }, a.prototype.BuildDriversDropDowns = function () { r(""#season-dropdown-driver .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/YearsBySeries?series="" + r(""#hdnSeries"").val(), success: function (t) { t.forEach((function (t) { var e = t === n.Season ? ' aria-selected=""true""' : """"; r(""#season-dropdown-driver .custom-select-menu"").append('<a href=""#"" role=""option"" '.concat(e, "">"").concat(t, ""</a>"")) })), t.length > 0 && r(""#season-select-button-driver"").text(n.Season) }, error: this.ErrorHandler }), BuildDriverNamesDropDown(), BuildDriverEventsDropDown() }, BuildDriverNamesDropDown = function () { var t = r(""#season-select"
RESULTS,7,485755,"eason-select-button-driver"").text(n.Season) }, error: this.ErrorHandler }), BuildDriverNamesDropDown(), BuildDriverEventsDropDown() }, BuildDriverNamesDropDown = function () { var t = r(""#season-select-button-driver"").text().trim(); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriversByYear?year="" + t + ""&id="" + r(""#hdnSeries"").val(), success: function (t) { r(""#driver-dropdown .custom-select-menu"").empty(), r(""#driver-dropdown .custom-select-menu"").append('<a href=""#"" role=""option"" aria-selected=""true"">All Drivers</a>'), t.forEach((function (t) { r(""#driver-dropdown .custom-select-menu"").append('<a href=""#"" role=""option"" data-driverid=""'.concat(t.DriverOverrideID, '"">').concat(t.LastName, "", "").concat(t.FirstName, ""</a>"")) })), t.length > 0 && r(""#driver-select-butt"
RESULTS,8,486597,"riversDisplay() }, error: this.ErrorHandler }) }, BuildDriverEventsDropDown = function () { var t = r(""#season-select-button-driver"").text().trim(); r(""#driver-dropdown .custom-select-menu a[aria-selected='true']"").data(""driverid""), r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/EventsByYearSeries?year="" + t + ""&id="" + r(""#hdnSeries"").val(), success: function (t) { n.DriverEvents = t, r(""#race-dropdown-driver .custom-select-menu"").empty(), r(""#race-dropdown-driver .custom-select-menu"").append('<a href=""#"" role=""option"" aria-selected=""true"">All Races</a>'), t.forEach((function (t) { r(""#race-dropdown-driver .custom-select-menu"").append('<a href=""#"" role=""option"" data-eventid=""'.concat(t.EventID, '"">').concat(t.EventName, ""</a>"")) })), t.length > 0 && r(""#race-select-but"
RESULTS,9,487332,"').concat(t.EventName, ""</a>"")) })), t.length > 0 && r(""#race-select-button-driver"").text(""All Races"") }, error: this.ErrorHandler }) }, BuildAllDriversDisplay = function () { var t = r(""#season-select-button-driver"").text().trim(); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/YearPointSummary?year="" + t + ""&id="" + r(""#hdnSeries"").val(), success: function (t) { if (!t || !t.DriverList) return console.error(""Error: No driver data available."", t), void r(""#all-drivers-results-table"").DataTable().clear().draw(); c(), r(""#all-drivers-results-table-container"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<t"
RESULTS,10,487533,"-button-driver"").text().trim(); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/YearPointSummary?year="" + t + ""&id="" + r(""#hdnSeries"").val(), success: function (t) { if (!t || !t.DriverList) return console.error(""Error: No driver data available."", t), void r(""#all-drivers-results-table"").DataTable().clear().draw(); c(), r(""#all-drivers-results-table-container"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.a"
RESULTS,11,487598,"json"", url: n.Environment + ""/api/results/YearPointSummary?year="" + t + ""&id="" + r(""#hdnSeries"").val(), success: function (t) { if (!t || !t.DriverList) return console.error(""Error: No driver data available."", t), void r(""#all-drivers-results-table"").DataTable().clear().draw(); c(), r(""#all-drivers-results-table-container"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.append('<th class=""data-table-align-center data-table-padding-fit"""
RESULTS,12,487648,"tSummary?year="" + t + ""&id="" + r(""#hdnSeries"").val(), success: function (t) { if (!t || !t.DriverList) return console.error(""Error: No driver data available."", t), void r(""#all-drivers-results-table"").DataTable().clear().draw(); c(), r(""#all-drivers-results-table-container"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.append('<th class=""data-table-align-center data-table-padding-fit"">Rank</th>'), n.append('<th class=""data-table-alig"
RESULTS,13,487699,"), success: function (t) { if (!t || !t.DriverList) return console.error(""Error: No driver data available."", t), void r(""#all-drivers-results-table"").DataTable().clear().draw(); c(), r(""#all-drivers-results-table-container"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.append('<th class=""data-table-align-center data-table-padding-fit"">Rank</th>'), n.append('<th class=""data-table-align-left data-table-driver-width"">Driver</th>'), t.Ra"
RESULTS,14,487765,".error(""Error: No driver data available."", t), void r(""#all-drivers-results-table"").DataTable().clear().draw(); c(), r(""#all-drivers-results-table-container"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.append('<th class=""data-table-align-center data-table-padding-fit"">Rank</th>'), n.append('<th class=""data-table-align-left data-table-driver-width"">Driver</th>'), t.RaceAbbreviations && 0 !== t.RaceAbbreviations.length) { t.RaceAbbre"
RESULTS,15,487916,"ainer"").show(), r(""#all-drivers-results-table-container"").empty(), r(""#all-drivers-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.append('<th class=""data-table-align-center data-table-padding-fit"">Rank</th>'), n.append('<th class=""data-table-align-left data-table-driver-width"">Driver</th>'), t.RaceAbbreviations && 0 !== t.RaceAbbreviations.length) { t.RaceAbbreviations.filter((function (t) { return ""Total"" !== t.Track })).forEach((function (t) { n.append('<th class=""generic-table__header"">'.concat(t.Track, ""<"
RESULTS,16,487998,"-results-table-container"").append(r(""<table/>"", { id: ""all-drivers-results-table"", class: ""row-border nowrap hover dataTable"" }).append(r(""<thead/>"").append(r(""<tr/>""))).append(r(""<tbody/>""))); var e = r(""#all-drivers-results-table""), n = e.find(""thead tr""), a = e.find(""tbody""); if (s(""#all-drivers-results-table""), n.empty(), a.empty(), n.append('<th class=""data-table-align-center data-table-padding-fit"">Rank</th>'), n.append('<th class=""data-table-align-left data-table-driver-width"">Driver</th>'), t.RaceAbbreviations && 0 !== t.RaceAbbreviations.length) { t.RaceAbbreviations.filter((function (t) { return ""Total"" !== t.Track })).forEach((function (t) { n.append('<th class=""generic-table__header"">'.concat(t.Track, ""</th>"")) })), n.append('<th class=""generic-table__header"">Total</th>'), t.DriverLis"
RESULTS,17,489419,"gth - 1 ? e.append('<td class=""data-table-padding-fit""><b>'.concat(r, ""</b></td>"")) : e.append('<td class=""data-table-padding-fit"">'.concat(r, ""</td>"")) })), a.append(e) })), e.DataTable({ destroy: !0, paging: !1, searching: !1, ordering: !1, info: !1, scrollCollapse: !0, scrollX: !0 }), r(""#driver-results .tabs-details-header"").text(""All Drivers""), r(""#driver-results .tabs-details-subheader"").text(t.Year + "" "" + t.SortTitle); var o = document.getElementsByClassName(""dt-scroll-head""); if (o && o.length > 0) for (var i = 0; i < o.length; i++) { var l = o[i].querySelector(""table""); l && l.setAttribute(""aria-hidden"", ""true"") } var u = document.getElementsByClassName(""dt-scroll-foot""); if (u && u.length > 0) for (var d = u.length - 1; d > -1; d--)u[d].remove() } else console.warn(""No race data found "
RESULTS,18,489482,"cat(r, ""</b></td>"")) : e.append('<td class=""data-table-padding-fit"">'.concat(r, ""</td>"")) })), a.append(e) })), e.DataTable({ destroy: !0, paging: !1, searching: !1, ordering: !1, info: !1, scrollCollapse: !0, scrollX: !0 }), r(""#driver-results .tabs-details-header"").text(""All Drivers""), r(""#driver-results .tabs-details-subheader"").text(t.Year + "" "" + t.SortTitle); var o = document.getElementsByClassName(""dt-scroll-head""); if (o && o.length > 0) for (var i = 0; i < o.length; i++) { var l = o[i].querySelector(""table""); l && l.setAttribute(""aria-hidden"", ""true"") } var u = document.getElementsByClassName(""dt-scroll-foot""); if (u && u.length > 0) for (var d = u.length - 1; d > -1; d--)u[d].remove() } else console.warn(""No race data found for this year."") }, error: function (t) { console.error(""Error "
RESULTS,19,490033,"idden"", ""true"") } var u = document.getElementsByClassName(""dt-scroll-foot""); if (u && u.length > 0) for (var d = u.length - 1; d > -1; d--)u[d].remove() } else console.warn(""No race data found for this year."") }, error: function (t) { console.error(""Error loading drivers data:"", t), r(""#all-drivers-results-table"").DataTable().clear().draw() } }) }, BuildDriverEventDisplay = function () { var t = r(""#driver-dropdown .custom-select-menu a[aria-selected='true']"").data(""driverid""), e = r(""#race-dropdown-driver .custom-select-menu a[aria-selected='true']""), a = e.data(""eventid""); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriverEventDetails?driverID="" + t + ""&eventID="" + a, success: function (t) { n.DriverEvent = t.EventName, n.DriverSessions = t.EventSessionList || [],"
RESULTS,20,490382,", BuildDriverEventDisplay = function () { var t = r(""#driver-dropdown .custom-select-menu a[aria-selected='true']"").data(""driverid""), e = r(""#race-dropdown-driver .custom-select-menu a[aria-selected='true']""), a = e.data(""eventid""); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriverEventDetails?driverID="" + t + ""&eventID="" + a, success: function (t) { n.DriverEvent = t.EventName, n.DriverSessions = t.EventSessionList || [], c(); var a = r("".driver-tabs""); a.empty(), n.DriverSessions.length ? (n.DriverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-t"
RESULTS,21,491185,"ta-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89-a45f-db697d72ee13"" ==="
RESULTS,22,491247,"    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89-a45f-db697d72ee13"" === t.toLowerCase() ? (r(""#season-dropdown-season .custom-select-"
RESULTS,23,491350,"           </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89-a45f-db697d72ee13"" === t.toLowerCase() ? (r(""#season-dropdown-season .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/Y"
RESULTS,24,491372,"                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89-a45f-db697d72ee13"" === t.toLowerCase() ? (r(""#season-dropdown-season .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/YearsBySeries?series="" "
RESULTS,25,491848,"etails:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89-a45f-db697d72ee13"" === t.toLowerCase() ? (r(""#season-dropdown-season .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/YearsBySeries?series="" + t, success: function (t) { t.forEach((function (t) { var e = t === n.Season ? ' aria-selected=""true""' : """"; r(""#season-dropdown-season .custom-select-menu"").append('<a href=""#"" role=""option"" '.concat(e, "">"").concat(t, ""</a>"")) })), t.length > 0 && r(""#season-select-button-season"").text(n.Season) }, error: this.ErrorHandler })) : (r(""#season-dropdown-season .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/result"
RESULTS,26,492349,"href=""#"" role=""option"" '.concat(e, "">"").concat(t, ""</a>"")) })), t.length > 0 && r(""#season-select-button-season"").text(n.Season) }, error: this.ErrorHandler })) : (r(""#season-dropdown-season .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/AllTimeWinnerYears"", success: function (t) { t.forEach((function (t) { var e = t === n.Season ? ' aria-selected=""true""' : """"; r(""#season-dropdown-season .custom-select-menu"").append('<a href=""#"" role=""option""'.concat(e, "">"").concat(t, ""</a>"")) })), t.length > 0 && r(""#season-select-button-season"").text(n.Season) }, error: this.ErrorHandler })), BuildAllTimeSeriesDropDown() }, a.prototype.PopulateSeasonsDropdown = function () { console.log(n.Series); var t = this; r.ajax({ type: ""GET"", dataType:"
RESULTS,27,492892,"""</a>"")) })), t.length > 0 && r(""#season-select-button-season"").text(n.Season) }, error: this.ErrorHandler })), BuildAllTimeSeriesDropDown() }, a.prototype.PopulateSeasonsDropdown = function () { console.log(n.Series); var t = this; r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/SeasonDropDown?id="" + n.Series, success: function (e) { if (Array.isArray(e)) { n.SeasonDropDownData = e; var a = r(""#season-dropdown-race .custom-select-menu""); a.empty(), e.forEach((function (t) { var e = t.Year === n.Season ? ' aria-selected=""true""' : """"; a.append('<a href=""/Results/'.concat(n.SeriesName, ""/"").concat(t.Year, '"" role=""option""').concat(e, "">"").concat(t.Year, ""</a>"")) })), e.length > 0 && (r(""#season-select-button-race"").text(n.Season), t.UpdateSeason()) } else console.error(""I"
RESULTS,28,493179,"ment + ""/api/results/SeasonDropDown?id="" + n.Series, success: function (e) { if (Array.isArray(e)) { n.SeasonDropDownData = e; var a = r(""#season-dropdown-race .custom-select-menu""); a.empty(), e.forEach((function (t) { var e = t.Year === n.Season ? ' aria-selected=""true""' : """"; a.append('<a href=""/Results/'.concat(n.SeriesName, ""/"").concat(t.Year, '"" role=""option""').concat(e, "">"").concat(t.Year, ""</a>"")) })), e.length > 0 && (r(""#season-select-button-race"").text(n.Season), t.UpdateSeason()) } else console.error(""Invalid response format:"", e) }, error: function (t) { console.error(""Error loading seasons:"", t) } }) }, a.prototype.UpdateSeason = function () { var t = n.SeasonDropDownData.find((function (t) { return t.Year === n.Season })); t && (n.SeasonEvents = t.Events, this.PopulateRaceDropdown("
RESULTS,29,494095,"ty(), n.Race || (n.Race = n.SeasonEvents[0].EventName.replaceAll("" "", ""-"").replaceAll(""'"", """").toLowerCase()); var e = """"; n.SeasonEvents.forEach((function (r) { var a = r.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race ? ' aria-selected=""true""' : """"; t.append('<a href=""/Results/'.concat(n.SeriesName, ""/"").concat(n.Season, ""/"").concat(r.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase(), '"" role=""option""').concat(a, "">"").concat(r.EventName, ""</a>"")), a && (e = r.EventName) })), n.SeasonEvents.length > 0 && (r(""#race-select-button"").text(e), this.UpdateRace()) }, a.prototype.UpdateRace = function () { var t = n.SeasonEvents.find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions "
RESULTS,30,495706," this.AdjustTabsBarScrollingContainer(), n.ViewBy = n.SeasonSessions[e].EventsSessionID, n.Session = n.SeasonSessions[e].EventsSessionID, this.UpdateSession() } }, a.prototype.UpdateSession = function () { toggleOverlayForStats(!0), r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/EventsSessionDetails?id="" + n.Session, success: function (n) { r(""#race-results .tabs-details-header"").text(n.EventName || ""Unknown Event""), r(""#race-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o,"
RESULTS,31,495786,"ssionID, n.Session = n.SeasonSessions[e].EventsSessionID, this.UpdateSession() } }, a.prototype.UpdateSession = function () { toggleOverlayForStats(!0), r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/EventsSessionDetails?id="" + n.Session, success: function (n) { r(""#race-results .tabs-details-header"").text(n.EventName || ""Unknown Event""), r(""#race-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").sho"
RESULTS,32,495864," } }, a.prototype.UpdateSession = function () { toggleOverlayForStats(!0), r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/EventsSessionDetails?id="" + n.Session, success: function (n) { r(""#race-results .tabs-details-header"").text(n.EventName || ""Unknown Event""), r(""#race-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-"
RESULTS,33,495949,"ype: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/EventsSessionDetails?id="" + n.Session, success: function (n) { r(""#race-results .tabs-details-header"").text(n.EventName || ""Unknown Event""), r(""#race-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualify"
RESULTS,34,496047,"sion, success: function (n) { r(""#race-results .tabs-details-header"").text(n.EventName || ""Unknown Event""), r(""#race-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a "
RESULTS,35,496105,"ls-header"").text(n.EventName || ""Unknown Event""), r(""#race-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-r"
RESULTS,36,496161,"ce-results .tabs-details-subheader"").text(n.SessionName || ""Unknown Session""), r(""#race-results .tabs-details-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-results-table""; else { if (""P"" !== n.SessionType) return "
RESULTS,37,496264,"etails-descriptor"").text(n.SessionDateFormatted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-results-table""; else { if (""P"" !== n.SessionType) return void console.warn(""Unknown session type:"", n.SessionType); r(""#practice-results-table-container"").show("
RESULTS,38,496307,"tted || ""Date Not Available""), r(""#race-results-table-container"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-results-table""; else { if (""P"" !== n.SessionType) return void console.warn(""Unknown session type:"", n.SessionType); r(""#practice-results-table-container"").show(), r(""#practice-results-table-container"").p"
RESULTS,39,496363,"ntainer"").parent().hide(), r(""#qualifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-results-table""; else { if (""P"" !== n.SessionType) return void console.warn(""Unknown session type:"", n.SessionType); r(""#practice-results-table-container"").show(), r(""#practice-results-table-container"").parent().show(), a = r(""#practice-results-table tbody""), "
RESULTS,40,496397,"lifying-results-table-container"").parent().hide(), r(""#practice-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-results-table""; else { if (""P"" !== n.SessionType) return void console.warn(""Unknown session type:"", n.SessionType); r(""#practice-results-table-container"").show(), r(""#practice-results-table-container"").parent().show(), a = r(""#practice-results-table tbody""), u = ""#practice-results-table"" } if"
RESULTS,41,496460,"-results-table-container"").parent().hide(); var a, o, i, c, u = """"; if (""R"" === n.SessionType) r(""#race-results-table-container"").show(), r(""#race-results-table-container"").parent().show(), a = r(""#race-results-table tbody""), u = ""#race-results-table""; else if (""Q"" === n.SessionType) r(""#qualifying-results-table-container"").show(), r(""#qualifying-results-table-container"").parent().show(), a = r(""#qualifying-results-table tbody""), u = ""#qualifying-results-table""; else { if (""P"" !== n.SessionType) return void console.warn(""Unknown session type:"", n.SessionType); r(""#practice-results-table-container"").show(), r(""#practice-results-table-container"").parent().show(), a = r(""#practice-results-table tbody""), u = ""#practice-results-table"" } if (n.records && 0 !== n.records.length) { if (s(u), ""R"" === n.Se"
